Query	Chromosome	Start	End	Score
OL174137.1	JAILWY010000009.1	2572094	2572497	387.0
OL174136.1	JAILWY010000009.1	2572094	2572497	403.0
OL174134.1	JAILWY010000009.1	2572094	2572494	364.0
OL174132.1	JAILWY010000009.1	2572094	2572494	337.0
OL174131.1	JAILWY010000009.1	2572094	2572497	414.0
OL174130.1	JAILWY010000009.1	2572094	2572494	337.0
OL174129.1	JAILWY010000009.1	2572094	2572497	414.0
OL174128.1	JAILWY010000009.1	2572094	2572497	337.0
OL174127.1	JAILWY010000009.1	2572094	2572497	398.0
OL174126.1	JAILWY010000009.1	2572094	2572497	348.0
OL174122.1	JAILWY010000009.1	2572094	2572497	392.0
OL174121.1	JAILWY010000009.1	2572094	2572497	403.0
OL174120.1	JAILWY010000009.1	2572094	2572497	392.0
OL174119.1	JAILWY010000009.1	2572094	2572497	398.0
OL174118.1	JAILWY010000009.1	2572094	2572497	414.0
OL174117.1	JAILWY010000009.1	2572094	2572497	420.0
OL174116.1	JAILWY010000009.1	2572094	2572497	403.0
OL174115.1	JAILWY010000009.1	2572094	2572497	425.0
OL174114.1	JAILWY010000009.1	2572094	2572497	353.0
OL174113.1	JAILWY010000009.1	2572094	2572497	425.0
OL174112.1	JAILWY010000009.1	2572094	2572497	414.0
OL174110.1	JAILWY010000009.1	2572094	2572497	381.0
OL174108.1	JAILWY010000009.1	2572094	2572497	425.0
OL174106.1	JAILWY010000009.1	2572094	2572497	364.0
OL174105.1	JAILWY010000009.1	2572094	2572497	370.0
OL174104.1	JAILWY010000009.1	2572094	2572497	403.0
OL174103.1	JAILWY010000009.1	2572094	2572497	370.0
OL174101.1	JAILWY010000009.1	2572111	2572430	303.0
OL174099.1	JAILWY010000009.1	2572094	2572497	353.0
OL174098.1	JAILWY010000009.1	2572094	2572497	348.0
OL174096.1	JAILWY010000009.1	2572094	2572497	370.0
OL174095.1	JAILWY010000009.1	2572094	2572497	442.0
OL174094.1	JAILWY010000009.1	2572094	2572494	403.0
OL174093.1	JAILWY010000009.1	2572094	2572497	370.0
OL174088.1	JAILWY010000009.1	2572094	2572497	409.0
OL174087.1	JAILWY010000009.1	2572094	2572497	375.0
OL174084.1	JAILWY010000009.1	2572094	2572494	342.0
OL174083.1	JAILWY010000009.1	2572094	2572497	370.0
OL174081.1	JAILWY010000009.1	2572094	2572497	370.0
OL174075.1	JAILWY010000009.1	2572094	2572497	403.0
OL174074.1	JAILWY010000009.1	2572094	2572497	409.0
OL174073.1	JAILWY010000009.1	2572094	2572497	387.0
OL174071.1	JAILWY010000009.1	2572094	2572497	381.0
OL174070.1	JAILWY010000009.1	2572094	2572497	398.0
OL174063.1	JAILWY010000009.1	2572094	2572497	276.0
OL174058.1	JAILWY010000009.1	2572094	2572497	276.0
OL174057.1	JAILWY010000009.1	2572094	2572497	331.0
OL174056.1	JAILWY010000009.1	2572094	2572497	414.0
OL174054.1	JAILWY010000009.1	2572094	2572497	409.0
OL174053.1	JAILWY010000009.1	2572094	2572494	370.0
OL174052.1	JAILWY010000009.1	2572094	2572497	425.0
OL174049.1	JAILWY010000009.1	2572094	2572497	375.0
OL174048.1	JAILWY010000009.1	2572111	2572497	361.0
OL174047.1	JAILWY010000009.1	2572094	2572497	392.0
OL174046.1	JAILWY010000009.1	2572094	2572497	364.0
OL174045.1	JAILWY010000009.1	2572094	2572497	387.0
OL174044.1	JAILWY010000009.1	2572094	2572497	414.0
OL174043.1	JAILWY010000009.1	2572094	2572497	425.0
OL174042.1	JAILWY010000009.1	2572094	2572497	387.0
OL174040.1	JAILWY010000009.1	2572094	2572497	370.0
OL174039.1	JAILWY010000009.1	2572094	2572497	381.0
OL174036.1	JAILWY010000009.1	2572094	2572497	431.0
OL174035.1	JAILWY010000009.1	2572094	2572497	375.0
OL174033.1	JAILWY010000009.1	2572094	2572497	390.0
OL174029.1	JAILWY010000009.1	2572094	2572497	331.0
OL174013.1	JAILWY010000009.1	2572094	2572497	259.0
OL174009.1	JAILWY010000009.1	2572094	2572497	265.0
OL174006.1	JAILWY010000009.1	2572094	2572497	359.0
OL174005.1	JAILWY010000009.1	2572094	2572497	331.0
OL174003.1	JAILWY010000009.1	2572094	2572497	375.0
OL174001.1	JAILWY010000009.1	2572094	2572497	348.0
OL174000.1	JAILWY010000009.1	2572094	2572497	359.0
OL173998.1	JAILWY010000009.1	2572094	2572497	403.0
OL173997.1	JAILWY010000009.1	2572094	2572497	403.0
OL173996.1	JAILWY010000009.1	2572094	2572497	403.0
OL173994.1	JAILWY010000009.1	2572094	2572497	425.0
OL173993.1	JAILWY010000009.1	2572094	2572497	398.0
OL173989.1	JAILWY010000009.1	2572094	2572497	337.0
OL173986.1	JAILWY010000009.1	2572094	2572497	326.0
OL173985.1	JAILWY010000009.1	2572094	2572497	303.0
OL173982.1	JAILWY010000009.1	2572094	2572491	381.0
OL173975.1	JAILWY010000009.1	2572094	2572497	414.0
OL173970.1	JAILWY010000009.1	2572094	2572497	292.0
OL173969.1	JAILWY010000009.1	2572094	2572497	409.0
OL173961.1	JAILWY010000009.1	2572094	2572497	431.0
OL173960.1	JAILWY010000009.1	2572094	2572497	425.0
OL173950.1	JAILWY010000009.1	2572094	2572497	281.0
OL173927.1	JAILWY010000009.1	2572094	2572497	392.0
OL173918.1	JAILWY010000009.1	2572094	2572497	431.0
OL173917.1	JAILWY010000009.1	2572094	2572497	448.0
OL173915.1	JAILWY010000009.1	2572094	2572497	292.0
OL173911.1	JAILWY010000009.1	2572094	2572497	364.0
OL173906.1	JAILWY010000009.1	2572094	2572497	370.0
OL173904.1	JAILWY010000009.1	2572094	2572497	298.0
OL173894.1	JAILWY010000009.1	2572094	2572497	337.0
OL173893.1	JAILWY010000009.1	2572094	2572497	281.0
OL173891.1	JAILWY010000009.1	2572094	2572497	276.0
OL173889.1	JAILWY010000009.1	2572094	2572497	320.0
OL173888.1	JAILWY010000009.1	2572094	2572497	375.0
OL173882.1	JAILWY010000009.1	2572094	2572497	398.0
OL173881.1	JAILWY010000009.1	2572094	2572497	326.0
OL173876.1	JAILWY010000009.1	2572094	2572497	353.0
OL173875.1	JAILWY010000009.1	2572094	2572497	409.0
OL173873.1	JAILWY010000009.1	2572094	2572497	265.0
OL173870.1	JAILWY010000009.1	2572094	2572497	342.0
OL173867.1	JAILWY010000009.1	2572094	2572497	337.0
OL173866.1	JAILWY010000009.1	2572094	2572497	375.0
OL173858.1	JAILWY010000009.1	2572094	2572497	375.0
OL173855.1	JAILWY010000009.1	2572094	2572497	353.0
OL173850.1	JAILWY010000009.1	2572094	2572497	392.0
OL173849.1	JAILWY010000009.1	2572094	2572497	359.0
OL173847.1	JAILWY010000009.1	2572094	2572497	204.0
OL173846.1	JAILWY010000009.1	2572094	2572497	315.0
OL173836.1	JAILWY010000009.1	2572094	2572497	342.0
OL173834.1	JAILWY010000009.1	2572094	2572497	342.0
OL173833.1	JAILWY010000009.1	2572094	2572497	398.0
OL173817.1	JAILWY010000009.1	2572094	2572497	265.0
OL173816.1	JAILWY010000009.1	2572094	2572497	327.0
OL173815.1	JAILWY010000009.1	2572094	2572479	281.0
OL173801.1	JAILWY010000009.1	2572094	2572491	303.0
OL173799.1	JAILWY010000009.1	2572094	2572497	364.0
OL173790.1	JAILWY010000009.1	2572094	2572497	392.0
OL173784.1	JAILWY010000009.1	2572094	2572497	409.0
OL173780.1	JAILWY010000009.1	2572094	2572497	353.0
OL173775.1	JAILWY010000009.1	2572094	2572497	331.0
OL173774.1	JAILWY010000009.1	2572094	2572497	331.0
OL173768.1	JAILWY010000009.1	2572094	2572497	403.0
OL173765.1	JAILWY010000009.1	2572094	2572497	342.0
OL173764.1	JAILWY010000009.1	2572094	2572497	392.0
OL173763.1	JAILWY010000009.1	2572094	2572497	337.0
OL173761.1	JAILWY010000009.1	2572094	2572497	331.0
OL173760.1	JAILWY010000009.1	2572094	2572497	398.0
OL173759.1	JAILWY010000009.1	2572094	2572494	381.0
OL173755.1	JAILWY010000009.1	2572094	2572497	331.0
OL173748.1	JAILWY010000009.1	2572094	2572497	364.0
OL173744.1	JAILWY010000009.1	2572094	2572497	414.0
OL173739.1	JAILWY010000009.1	2572094	2572497	359.0
OL173734.1	JAILWY010000009.1	2572111	2572497	344.0
OL173733.1	JAILWY010000009.1	2572094	2572497	425.0
OL173732.1	JAILWY010000009.1	2572094	2572497	398.0
OL173729.1	JAILWY010000009.1	2572094	2572497	409.0
OL173722.1	JAILWY010000009.1	2572094	2572497	398.0
OL173720.1	JAILWY010000009.1	2572094	2572497	403.0
OL173719.1	JAILWY010000009.1	2572094	2572497	398.0
OL173717.1	JAILWY010000009.1	2572094	2572497	364.0
OL173716.1	JAILWY010000009.1	2572094	2572497	409.0
OL173715.1	JAILWY010000009.1	2572094	2572497	414.0
OL173714.1	JAILWY010000009.1	2572094	2572494	403.0
OL173713.1	JAILWY010000009.1	2572094	2572494	364.0
OL173712.1	JAILWY010000009.1	2572094	2572497	431.0
OL173711.1	JAILWY010000009.1	2572094	2572497	409.0
OL173710.1	JAILWY010000009.1	2572094	2572497	420.0
OL173707.1	JAILWY010000009.1	2572094	2572497	381.0
OL173706.1	JAILWY010000009.1	2572094	2572497	414.0
OL173701.1	JAILWY010000009.1	2572094	2572497	387.0
OL173699.1	JAILWY010000009.1	2572094	2572497	359.0
OL173696.1	JAILWY010000009.1	2572094	2572497	381.0
OL173695.1	JAILWY010000009.1	2572094	2572497	375.0
OL173694.1	JAILWY010000009.1	2572094	2572497	409.0
OL173693.1	JAILWY010000009.1	2572094	2572497	409.0
OL173692.1	JAILWY010000009.1	2572094	2572497	425.0
OL173690.1	JAILWY010000009.1	2572094	2572497	348.0
OL173689.1	JAILWY010000009.1	2572094	2572497	403.0
OL173688.1	JAILWY010000009.1	2572094	2572497	392.0
OL173687.1	JAILWY010000009.1	2572094	2572497	392.0
OL173686.1	JAILWY010000009.1	2572094	2572497	436.0
OL173685.1	JAILWY010000009.1	2572094	2572497	442.0
OL173684.1	JAILWY010000009.1	2572094	2572497	398.0
OL173680.1	JAILWY010000009.1	2572094	2572497	381.0
OL173679.1	JAILWY010000009.1	2572094	2572497	353.0
OL173678.1	JAILWY010000009.1	2572094	2572497	370.0
OL173674.1	JAILWY010000009.1	2572094	2572497	363.0
OL173673.1	JAILWY010000009.1	2572094	2572497	409.0
OL173671.1	JAILWY010000009.1	2572094	2572497	370.0
OL173668.1	JAILWY010000009.1	2572094	2572497	425.0
OL173666.1	JAILWY010000009.1	2572111	2572497	377.0
OL173665.1	JAILWY010000009.1	2572094	2572497	398.0
OL173664.1	JAILWY010000009.1	2572094	2572497	403.0
OL173662.1	JAILWY010000009.1	2572094	2572497	403.0
OL173661.1	JAILWY010000009.1	2572094	2572497	375.0
OL173659.1	JAILWY010000009.1	2572094	2572497	392.0
OL173657.1	JAILWY010000009.1	2572094	2572497	414.0
OL173652.1	JAILWY010000009.1	2572094	2572497	425.0
OL173651.1	JAILWY010000009.1	2572094	2572497	392.0
OL173650.1	JAILWY010000009.1	2572094	2572497	348.0
OL173647.1	JAILWY010000009.1	2572094	2572497	409.0
OL173643.1	JAILWY010000009.1	2572094	2572497	409.0
OL173642.1	JAILWY010000009.1	2572094	2572497	420.0
OL173641.1	JAILWY010000009.1	2572094	2572497	442.0
OL173640.1	JAILWY010000009.1	2572094	2572497	381.0
OL173638.1	JAILWY010000009.1	2572094	2572497	398.0
OL173637.1	JAILWY010000009.1	2572094	2572497	414.0
OL173633.1	JAILWY010000009.1	2572094	2572497	359.0
OL173632.1	JAILWY010000009.1	2572094	2572494	359.0
OL173629.1	JAILWY010000009.1	2572094	2572494	348.0
OL173628.1	JAILWY010000009.1	2572094	2572497	403.0
OL173626.1	JAILWY010000009.1	2572094	2572497	436.0
OL173620.1	JAILWY010000009.1	2572111	2572497	377.0
OL173618.1	JAILWY010000009.1	2572094	2572497	403.0
OL173617.1	JAILWY010000009.1	2572094	2572497	409.0
OL173616.1	JAILWY010000009.1	2572094	2572497	403.0
OL173615.1	JAILWY010000009.1	2572094	2572497	403.0
OL173613.1	JAILWY010000009.1	2572094	2572497	331.0
OL173612.1	JAILWY010000009.1	2572094	2572497	398.0
OL173609.1	JAILWY010000009.1	2572094	2572497	392.0
OL173607.1	JAILWY010000009.1	2572094	2572497	436.0
OL173605.1	JAILWY010000009.1	2572094	2572497	420.0
OL173604.1	JAILWY010000009.1	2572094	2572497	381.0
OL173602.1	JAILWY010000009.1	2572094	2572497	412.0
OL173600.1	JAILWY010000009.1	2572094	2572497	381.0
OL173599.1	JAILWY010000009.1	2572094	2572494	392.0
OL173598.1	JAILWY010000009.1	2572094	2572497	403.0
OL173595.1	JAILWY010000009.1	2572094	2572497	409.0
OL173592.1	JAILWY010000009.1	2572094	2572497	420.0
OL173591.1	JAILWY010000009.1	2572094	2572497	409.0
OL173590.1	JAILWY010000009.1	2572094	2572497	414.0
OL173589.1	JAILWY010000009.1	2572094	2572494	375.0
OL173587.1	JAILWY010000009.1	2572094	2572497	403.0
OL173586.1	JAILWY010000009.1	2572094	2572497	381.0
OL173584.1	JAILWY010000009.1	2572094	2572497	420.0
OL173582.1	JAILWY010000009.1	2572094	2572497	359.0
OL173581.1	JAILWY010000009.1	2572094	2572497	381.0
OL173580.1	JAILWY010000009.1	2572094	2572497	381.0
OL173579.1	JAILWY010000009.1	2572094	2572494	337.0
OL173577.1	JAILWY010000009.1	2572094	2572497	375.0
OL173576.1	JAILWY010000009.1	2572094	2572497	392.0
OL173574.1	JAILWY010000009.1	2572094	2572482	326.0
OL173573.1	JAILWY010000009.1	2572094	2572497	387.0
OL173572.1	JAILWY010000009.1	2572094	2572497	370.0
OL173571.1	JAILWY010000009.1	2572094	2572497	398.0
OL173568.1	JAILWY010000009.1	2572094	2572497	375.0
OL173567.1	JAILWY010000009.1	2572094	2572497	409.0
OL173566.1	JAILWY010000009.1	2572094	2572497	425.0
OL173565.1	JAILWY010000009.1	2572111	2572497	394.0
OL173564.1	JAILWY010000009.1	2572094	2572497	448.0
OL173563.1	JAILWY010000009.1	2572094	2572497	364.0
OL173562.1	JAILWY010000009.1	2572094	2572497	364.0
OL173559.1	JAILWY010000009.1	2572094	2572497	348.0
OL173557.1	JAILWY010000009.1	2572094	2572497	326.0
OL173555.1	JAILWY010000009.1	2572094	2572497	359.0
OL173553.1	JAILWY010000009.1	2572094	2572497	409.0
OL173549.1	JAILWY010000009.1	2572094	2572497	398.0
OL173548.1	JAILWY010000009.1	2572094	2572497	425.0
OL173547.1	JAILWY010000009.1	2572094	2572497	392.0
OL173546.1	JAILWY010000009.1	2572094	2572497	431.0
OL173545.1	JAILWY010000009.1	2572094	2572497	409.0
OL173544.1	JAILWY010000009.1	2572094	2572497	387.0
OL173543.1	JAILWY010000009.1	2572094	2572497	331.0
OL173542.1	JAILWY010000009.1	2572094	2572497	414.0
OL173540.1	JAILWY010000009.1	2572094	2572497	398.0
OL173539.1	JAILWY010000009.1	2572094	2572497	359.0
OL173537.1	JAILWY010000009.1	2572094	2572494	292.0
OL173536.1	JAILWY010000009.1	2572094	2572497	392.0
OL173532.1	JAILWY010000009.1	2572094	2572497	436.0
OL173528.1	JAILWY010000009.1	2572094	2572497	425.0
OL173525.1	JAILWY010000009.1	2572094	2572497	364.0
OL173524.1	JAILWY010000009.1	2572094	2572497	370.0
OL173523.1	JAILWY010000009.1	2572094	2572497	364.0
OL173521.1	JAILWY010000009.1	2572094	2572497	420.0
OL173520.1	JAILWY010000009.1	2572094	2572497	403.0
OL173519.1	JAILWY010000009.1	2572094	2572497	387.0
OL173517.1	JAILWY010000009.1	2572094	2572497	414.0
OL173516.1	JAILWY010000009.1	2572094	2572497	403.0
OL173515.1	JAILWY010000009.1	2572094	2572497	392.0
OL173514.1	JAILWY010000009.1	2572094	2572497	409.0
OL173513.1	JAILWY010000009.1	2572094	2572497	392.0
OL173511.1	JAILWY010000009.1	2572094	2572497	414.0
OL173510.1	JAILWY010000009.1	2572094	2572494	387.0
OL173509.1	JAILWY010000009.1	2572094	2572497	403.0
OL173508.1	JAILWY010000009.1	2572094	2572497	309.0
OL173506.1	JAILWY010000009.1	2572094	2572497	370.0
OL173505.1	JAILWY010000009.1	2572094	2572497	392.0
OL173503.1	JAILWY010000009.1	2572094	2572497	403.0
OL173502.1	JAILWY010000009.1	2572094	2572497	431.0
OL173500.1	JAILWY010000009.1	2572094	2572497	431.0
OL173499.1	JAILWY010000009.1	2572094	2572497	381.0
OL173497.1	JAILWY010000009.1	2572094	2572497	398.0
OL173496.1	JAILWY010000009.1	2572094	2572497	381.0
OL173494.1	JAILWY010000009.1	2572094	2572497	359.0
OL173491.1	JAILWY010000009.1	2572094	2572497	370.0
OL173490.1	JAILWY010000009.1	2572094	2572497	403.0
OL173489.1	JAILWY010000009.1	2572094	2572497	359.0
OL173487.1	JAILWY010000009.1	2572094	2572494	381.0
OL173486.1	JAILWY010000009.1	2572094	2572494	392.0
OL173484.1	JAILWY010000009.1	2572094	2572497	348.0
OL173483.1	JAILWY010000009.1	2572094	2572497	409.0
OL173482.1	JAILWY010000009.1	2572094	2572497	392.0
OL173481.1	JAILWY010000009.1	2572094	2572497	425.0
OL173479.1	JAILWY010000009.1	2572094	2572497	353.0
OL173476.1	JAILWY010000009.1	2572094	2572497	392.0
OL173475.1	JAILWY010000009.1	2572094	2572497	425.0
OL173474.1	JAILWY010000009.1	2572094	2572497	409.0
OL173470.1	JAILWY010000009.1	2572094	2572494	348.0
OL173468.1	JAILWY010000009.1	2572094	2572497	442.0
OL173467.1	JAILWY010000009.1	2572094	2572497	403.0
OL173465.1	JAILWY010000009.1	2572094	2572497	442.0
OL173464.1	JAILWY010000009.1	2572094	2572497	403.0
OL173462.1	JAILWY010000009.1	2572094	2572494	381.0
OL173461.1	JAILWY010000009.1	2572094	2572497	425.0
OL173459.1	JAILWY010000009.1	2572094	2572497	392.0
OL173458.1	JAILWY010000009.1	2572094	2572497	409.0
OL173457.1	JAILWY010000009.1	2572094	2572497	398.0
OL173453.1	JAILWY010000009.1	2572094	2572497	392.0
OL173451.1	JAILWY010000009.1	2572094	2572497	425.0
OL173450.1	JAILWY010000009.1	2572094	2572497	364.0
OL173447.1	JAILWY010000009.1	2572094	2572497	442.0
OL173446.1	JAILWY010000009.1	2572094	2572497	409.0
OL173445.1	JAILWY010000009.1	2572094	2572497	403.0
OL173444.1	JAILWY010000009.1	2572094	2572497	364.0
OL173443.1	JAILWY010000009.1	2572094	2572497	414.0
OL173442.1	JAILWY010000009.1	2572094	2572497	309.0
OL173439.1	JAILWY010000009.1	2572094	2572497	414.0
OL173438.1	JAILWY010000009.1	2572094	2572497	420.0
OL173437.1	JAILWY010000009.1	2572094	2572497	364.0
OL173436.1	JAILWY010000009.1	2572094	2572497	370.0
OL173434.1	JAILWY010000009.1	2572094	2572494	387.0
OL173428.1	JAILWY010000009.1	2572094	2572497	364.0
OL173427.1	JAILWY010000009.1	2572094	2572497	375.0
OL173426.1	JAILWY010000009.1	2572094	2572497	392.0
OL042496.1	JAILWY010000023.1	8989161	8989372	137.0
OL042198.1	JAILWY010000023.1	8989161	8989372	137.0
OL041864.1	JAILWY010000023.1	8988910	8989372	187.0
OK895200.1	JAILWY010000009.1	8198387	8198723	219.0
OK895200.1	JAILWY010000020.1	6363801	6364138	204.0
OK895146.1	JAILWY010000009.1	8198387	8198722	161.0
OK895146.1	JAILWY010000020.1	6363812	6364135	150.0
OK895011.1	JAILWY010000009.1	8198385	8198722	206.0
OK895011.1	JAILWY010000020.1	6363812	6364135	183.0
OK894740.1	JAILWY010000020.1	6363801	6364138	176.0
OK894740.1	JAILWY010000009.1	8198387	8198723	174.0
OK894665.1	JAILWY010000009.1	8198387	8198722	167.0
OK894665.1	JAILWY010000020.1	6363812	6364126	156.0
OK893673.1	JAILWY010000009.1	8198387	8198723	174.0
OK893673.1	JAILWY010000020.1	6363801	6364138	171.0
OK817698.1	JAILWY010000011.1	2980350	2980561	198.0
OK817636.1	JAILWY010000011.1	2980350	2980561	148.0
OK817618.1	JAILWY010000011.1	2980349	2980526	180.0
OK817487.1	JAILWY010000011.1	2980351	2980526	171.0
OK817369.1	JAILWY010000011.1	2980350	2980561	182.0
OK817254.1	JAILWY010000011.1	2980350	2980561	171.0
OK817220.1	JAILWY010000011.1	2980349	2980526	180.0
OK817054.1	JAILWY010000011.1	2980350	2980561	176.0
OK817003.1	JAILWY010000011.1	2980350	2980526	161.0
OK816999.1	JAILWY010000011.1	2980350	2980561	143.0
OK816897.1	JAILWY010000011.1	2980362	2980552	137.0
OK816873.1	JAILWY010000011.1	2980362	2980552	154.0
OK816799.1	JAILWY010000011.1	2980348	2980561	158.0
OK816627.1	JAILWY010000011.1	2980344	2980563	219.0
OK816626.1	JAILWY010000011.1	2980350	2980563	189.0
OK816587.1	JAILWY010000011.1	2980350	2980563	158.0
OK816462.1	JAILWY010000011.1	2980350	2980546	126.0
OK816418.1	JAILWY010000011.1	2980350	2980526	161.0
OK816391.1	JAILWY010000011.1	2980350	2980558	176.0
OK816322.1	JAILWY010000011.1	2980362	2980552	132.0
OK816017.1	JAILWY010000011.1	2980350	2980526	161.0
OK815980.1	JAILWY010000011.1	2980350	2980561	171.0
OK796254.1	JAILWY010000009.1	5217732	5217934	99.0
OP884194.1	JAILWY010000009.1	2572279	2572644	377.0
OP884192.1	JAILWY010000009.1	2572279	2572644	405.0
OP884189.1	JAILWY010000009.1	2572279	2572644	422.0
OP884183.1	JAILWY010000009.1	2572279	2572644	416.0
OP884181.1	JAILWY010000009.1	2572279	2572644	372.0
OP884179.1	JAILWY010000009.1	2572279	2572644	366.0
OP884178.1	JAILWY010000009.1	2572292	2572644	364.0
OP884177.1	JAILWY010000009.1	2572279	2572644	383.0
OP884175.1	JAILWY010000009.1	2572279	2572644	377.0
OP884163.1	JAILWY010000009.1	2572279	2572644	377.0
OP884162.1	JAILWY010000009.1	2572279	2572644	366.0
OP884157.1	JAILWY010000009.1	2572279	2572644	372.0
OP884152.1	JAILWY010000009.1	2572279	2572644	427.0
OP884150.1	JAILWY010000009.1	2572279	2572646	409.0
OP884148.1	JAILWY010000009.1	2572279	2572644	399.0
OP884145.1	JAILWY010000009.1	2572279	2572644	383.0
OP884144.1	JAILWY010000009.1	2572279	2572644	422.0
OP884143.1	JAILWY010000009.1	2572276	2572644	372.0
OP884138.1	JAILWY010000009.1	2572279	2572644	388.0
OP884137.1	JAILWY010000009.1	2572279	2572644	388.0
OP884133.1	JAILWY010000009.1	2572279	2572644	422.0
OP884132.1	JAILWY010000009.1	2572279	2572644	411.0
OP884130.1	JAILWY010000009.1	2572279	2572644	377.0
OP884126.1	JAILWY010000009.1	2572279	2572644	422.0
OP884124.1	JAILWY010000009.1	2572279	2572644	372.0
OP884121.1	JAILWY010000009.1	2572279	2572644	383.0
OP884120.1	JAILWY010000009.1	2572276	2572644	411.0
OP884118.1	JAILWY010000009.1	2572279	2572644	361.0
OP884115.1	JAILWY010000009.1	2572292	2572644	320.0
OP884111.1	JAILWY010000009.1	2572279	2572644	433.0
OP884108.1	JAILWY010000009.1	2572279	2572644	366.0
OP884104.1	JAILWY010000009.1	2572279	2572644	394.0
OP884102.1	JAILWY010000009.1	2572279	2572644	405.0
OR881940.1	JAILWY010000009.1	2572283	2572660	394.0
PP441105.1	JAILWY010000009.1	2572276	2572663	416.0
PP441103.1	JAILWY010000009.1	2572276	2572663	435.0
PP441102.1	JAILWY010000009.1	2572276	2572663	412.0
PP441101.1	JAILWY010000009.1	2572276	2572663	442.0
PP441095.1	JAILWY010000009.1	2572279	2572663	412.0
PP441091.1	JAILWY010000009.1	2572279	2572656	416.0
PP441088.1	JAILWY010000009.1	2572276	2572648	385.0
PP441086.1	JAILWY010000009.1	2572279	2572644	383.0
PP441085.1	JAILWY010000009.1	2572276	2572644	394.0
PP441084.1	JAILWY010000009.1	2572276	2572663	424.0
