,Chromosome,Source,Feature,Start,End,Score,Strand,Frame,Attribute
2975,JAILWY010000001.1,AUGUSTUS,gene,4649225,4649452,0.55,-,.,JAILWY010000001.1.g254
2980,JAILWY010000001.1,AUGUSTUS,gene,4663110,4670707,0.46,+,.,JAILWY010000001.1.g255
3011,JAILWY010000001.1,AUGUSTUS,gene,4678243,4698895,0.8,-,.,JAILWY010000001.1.g256
3076,JAILWY010000001.1,AUGUSTUS,gene,4708785,4711190,0.96,+,.,JAILWY010000001.1.g257
3083,JAILWY010000001.1,AUGUSTUS,gene,4719373,4721340,0.34,-,.,JAILWY010000001.1.g258
3092,JAILWY010000001.1,AUGUSTUS,gene,4722131,4723222,0.29,-,.,JAILWY010000001.1.g259
3101,JAILWY010000001.1,AUGUSTUS,gene,4758494,4758700,0.41,+,.,JAILWY010000001.1.g260
3106,JAILWY010000001.1,AUGUSTUS,gene,4760171,4764187,0.26,+,.,JAILWY010000001.1.g261
3123,JAILWY010000001.1,AUGUSTUS,gene,4770473,4770823,0.62,-,.,JAILWY010000001.1.g262
3128,JAILWY010000001.1,AUGUSTUS,gene,4771672,4774465,0.04,+,.,JAILWY010000001.1.g263
3145,JAILWY010000001.1,AUGUSTUS,gene,4775007,4776203,0.34,+,.,JAILWY010000001.1.g264
3150,JAILWY010000001.1,AUGUSTUS,gene,4788887,4796436,0.55,+,.,JAILWY010000001.1.g265
3165,JAILWY010000001.1,AUGUSTUS,gene,4806093,4807491,0.25,+,.,JAILWY010000001.1.g266
3176,JAILWY010000001.1,AUGUSTUS,gene,4821492,4822426,0.32,+,.,JAILWY010000001.1.g267
3185,JAILWY010000001.1,AUGUSTUS,gene,4834978,4837909,0.72,+,.,JAILWY010000001.1.g268
3192,JAILWY010000001.1,AUGUSTUS,gene,4840375,4840620,0.98,-,.,JAILWY010000001.1.g269
3197,JAILWY010000001.1,AUGUSTUS,gene,4842006,4842551,0.49,+,.,JAILWY010000001.1.g270
3204,JAILWY010000001.1,AUGUSTUS,gene,4845148,4847057,0.12,+,.,JAILWY010000001.1.g271
3215,JAILWY010000001.1,AUGUSTUS,gene,4849518,4850018,0.93,-,.,JAILWY010000001.1.g272
3220,JAILWY010000001.1,AUGUSTUS,gene,4850043,4850378,0.98,-,.,JAILWY010000001.1.g273
3225,JAILWY010000001.1,AUGUSTUS,gene,4853178,4857514,0.35,+,.,JAILWY010000001.1.g274
3236,JAILWY010000001.1,AUGUSTUS,gene,4862921,4863166,0.93,-,.,JAILWY010000001.1.g275
3241,JAILWY010000001.1,AUGUSTUS,gene,4869177,4870538,0.42,+,.,JAILWY010000001.1.g276
3250,JAILWY010000001.1,AUGUSTUS,gene,4880758,4882708,0.62,+,.,JAILWY010000001.1.g277
3261,JAILWY010000001.1,AUGUSTUS,gene,4895956,4896345,0.9,+,.,JAILWY010000001.1.g278
3266,JAILWY010000001.1,AUGUSTUS,gene,4900788,4901929,0.27,+,.,JAILWY010000001.1.g279
3275,JAILWY010000001.1,AUGUSTUS,gene,4908488,4916269,0.27,+,.,JAILWY010000001.1.g280
3292,JAILWY010000001.1,AUGUSTUS,gene,4920047,4921018,1,-,.,JAILWY010000001.1.g281
3297,JAILWY010000001.1,AUGUSTUS,gene,4921727,4933222,0.33,+,.,JAILWY010000001.1.g282
3334,JAILWY010000001.1,AUGUSTUS,gene,4934545,4936938,0.58,-,.,JAILWY010000001.1.g283
3347,JAILWY010000001.1,AUGUSTUS,gene,4938336,4951284,0.81,+,.,JAILWY010000001.1.g284
3370,JAILWY010000001.1,AUGUSTUS,gene,4956659,4957484,0.78,-,.,JAILWY010000001.1.g285
3377,JAILWY010000001.1,AUGUSTUS,gene,4963721,4964125,0.23,-,.,JAILWY010000001.1.g286
3382,JAILWY010000001.1,AUGUSTUS,gene,4973748,4974518,0.32,-,.,JAILWY010000001.1.g287
3389,JAILWY010000001.1,AUGUSTUS,gene,4976291,4977186,0.94,+,.,JAILWY010000001.1.g288
3396,JAILWY010000001.1,AUGUSTUS,gene,4997498,4997971,0.88,+,.,JAILWY010000001.1.g289
3401,JAILWY010000001.1,AUGUSTUS,gene,5001388,5001612,0.83,-,.,JAILWY010000001.1.g290
3406,JAILWY010000001.1,AUGUSTUS,gene,5002956,5003715,0.16,-,.,JAILWY010000001.1.g291
3413,JAILWY010000001.1,AUGUSTUS,gene,5017757,5018038,0.68,-,.,JAILWY010000001.1.g292
3418,JAILWY010000001.1,AUGUSTUS,gene,5037615,5037896,1,+,.,JAILWY010000001.1.g293
3423,JAILWY010000001.1,AUGUSTUS,gene,5152849,5153058,0.7,+,.,JAILWY010000001.1.g294
3428,JAILWY010000001.1,AUGUSTUS,gene,5164429,5167069,0.77,-,.,JAILWY010000001.1.g295
3439,JAILWY010000001.1,AUGUSTUS,gene,5262290,5273030,0.28,-,.,JAILWY010000001.1.g296
3454,JAILWY010000001.1,AUGUSTUS,gene,5287270,5287886,0.29,-,.,JAILWY010000001.1.g297
3461,JAILWY010000001.1,AUGUSTUS,gene,5307717,5319308,0.63,-,.,JAILWY010000001.1.g298
3474,JAILWY010000001.1,AUGUSTUS,gene,5347744,5347986,0.58,-,.,JAILWY010000001.1.g299
3479,JAILWY010000001.1,AUGUSTUS,gene,5470181,5470501,0.49,+,.,JAILWY010000001.1.g300
3484,JAILWY010000001.1,AUGUSTUS,gene,5483587,5488268,0.47,-,.,JAILWY010000001.1.g301
3505,JAILWY010000001.1,AUGUSTUS,gene,5490905,5493435,0.62,-,.,JAILWY010000001.1.g302
3520,JAILWY010000001.1,AUGUSTUS,gene,5493461,5494301,0.88,+,.,JAILWY010000001.1.g303
3529,JAILWY010000001.1,AUGUSTUS,gene,5495519,5496544,0.95,-,.,JAILWY010000001.1.g304
3536,JAILWY010000001.1,AUGUSTUS,gene,5497817,5505623,0.57,+,.,JAILWY010000001.1.g305
3563,JAILWY010000001.1,AUGUSTUS,gene,5507068,5510035,1,-,.,JAILWY010000001.1.g306
3576,JAILWY010000001.1,AUGUSTUS,gene,5513809,5515299,1,-,.,JAILWY010000001.1.g307
3581,JAILWY010000001.1,AUGUSTUS,gene,5588995,5591818,0.06,-,.,JAILWY010000001.1.g308
3594,JAILWY010000001.1,AUGUSTUS,gene,5592259,5595371,0.96,+,.,JAILWY010000001.1.g309
3615,JAILWY010000001.1,AUGUSTUS,gene,5598763,5600307,0.94,-,.,JAILWY010000001.1.g310
3620,JAILWY010000001.1,AUGUSTUS,gene,5601217,5602114,0.83,+,.,JAILWY010000001.1.g311
3629,JAILWY010000001.1,AUGUSTUS,gene,5606988,5609023,0.5,-,.,JAILWY010000001.1.g312
3640,JAILWY010000001.1,AUGUSTUS,gene,5610597,5612245,0.56,-,.,JAILWY010000001.1.g313
3647,JAILWY010000001.1,AUGUSTUS,gene,5629536,5629835,1,-,.,JAILWY010000001.1.g314
3652,JAILWY010000001.1,AUGUSTUS,gene,5633117,5633329,0.85,+,.,JAILWY010000001.1.g315
3657,JAILWY010000001.1,AUGUSTUS,gene,5670935,5671546,1,+,.,JAILWY010000001.1.g316
3662,JAILWY010000001.1,AUGUSTUS,gene,5672816,5673391,0.79,+,.,JAILWY010000001.1.g317
3667,JAILWY010000001.1,AUGUSTUS,gene,5674603,5675268,0.68,+,.,JAILWY010000001.1.g318
3672,JAILWY010000001.1,AUGUSTUS,gene,5676253,5676966,0.38,+,.,JAILWY010000001.1.g319
3677,JAILWY010000001.1,AUGUSTUS,gene,5717256,5723074,0.6,+,.,JAILWY010000001.1.g320
3684,JAILWY010000001.1,AUGUSTUS,gene,5756916,5757131,0.29,-,.,JAILWY010000001.1.g321
3689,JAILWY010000001.1,AUGUSTUS,gene,5773463,5773744,0.95,+,.,JAILWY010000001.1.g322
3694,JAILWY010000001.1,AUGUSTUS,gene,5823440,5823796,0.77,+,.,JAILWY010000001.1.g323
3699,JAILWY010000001.1,AUGUSTUS,gene,5831695,5832219,0.99,-,.,JAILWY010000001.1.g324
3704,JAILWY010000001.1,AUGUSTUS,gene,5832748,5839387,0.18,+,.,JAILWY010000001.1.g325
3731,JAILWY010000001.1,AUGUSTUS,gene,5840321,5843191,0.6,-,.,JAILWY010000001.1.g326
3736,JAILWY010000001.1,AUGUSTUS,gene,5858392,5862657,0.63,+,.,JAILWY010000001.1.g327
3747,JAILWY010000001.1,AUGUSTUS,gene,5867219,5870095,0.38,-,.,JAILWY010000001.1.g328
3752,JAILWY010000001.1,AUGUSTUS,gene,5878466,5880561,0.35,+,.,JAILWY010000001.1.g329
3759,JAILWY010000001.1,AUGUSTUS,gene,5889673,5890203,0.9,-,.,JAILWY010000001.1.g330
3764,JAILWY010000001.1,AUGUSTUS,gene,5918146,5931969,0.29,+,.,JAILWY010000001.1.g331
3783,JAILWY010000001.1,AUGUSTUS,gene,5935391,5940379,0.44,+,.,JAILWY010000001.1.g332
3808,JAILWY010000001.1,AUGUSTUS,gene,5942524,5945752,0.9,+,.,JAILWY010000001.1.g333
3819,JAILWY010000001.1,AUGUSTUS,gene,5947024,5952080,0.64,+,.,JAILWY010000001.1.g334
3850,JAILWY010000001.1,AUGUSTUS,gene,5954497,5955247,0.91,+,.,JAILWY010000001.1.g335
3859,JAILWY010000001.1,AUGUSTUS,gene,5958406,5959116,0.85,-,.,JAILWY010000001.1.g336
3864,JAILWY010000001.1,AUGUSTUS,gene,5982355,5984778,0.2,-,.,JAILWY010000001.1.g337
3871,JAILWY010000001.1,AUGUSTUS,gene,5985589,5986778,0.47,-,.,JAILWY010000001.1.g338
3878,JAILWY010000001.1,AUGUSTUS,gene,5994467,5994784,0.57,+,.,JAILWY010000001.1.g339
3883,JAILWY010000001.1,AUGUSTUS,gene,6004944,6008863,0.21,+,.,JAILWY010000001.1.g340
3890,JAILWY010000001.1,AUGUSTUS,gene,6008884,6009150,1,+,.,JAILWY010000001.1.g341
3895,JAILWY010000001.1,AUGUSTUS,gene,6016270,6017265,1,+,.,JAILWY010000001.1.g342
3900,JAILWY010000001.1,AUGUSTUS,gene,6017825,6018553,0.76,+,.,JAILWY010000001.1.g343
3905,JAILWY010000001.1,AUGUSTUS,gene,6019113,6019802,0.78,+,.,JAILWY010000001.1.g344
3910,JAILWY010000001.1,AUGUSTUS,gene,6020251,6020718,0.95,+,.,JAILWY010000001.1.g345
3915,JAILWY010000001.1,AUGUSTUS,gene,6021272,6021760,0.89,-,.,JAILWY010000001.1.g346
3920,JAILWY010000001.1,AUGUSTUS,gene,6031944,6033002,0.62,-,.,JAILWY010000001.1.g347
3925,JAILWY010000001.1,AUGUSTUS,gene,6114273,6116330,0.46,-,.,JAILWY010000001.1.g348
3934,JAILWY010000001.1,AUGUSTUS,gene,6221978,6222265,0.98,+,.,JAILWY010000001.1.g349
3939,JAILWY010000001.1,AUGUSTUS,gene,6365172,6366707,0.93,+,.,JAILWY010000001.1.g350
3944,JAILWY010000001.1,AUGUSTUS,gene,6388131,6391043,0.98,-,.,JAILWY010000001.1.g351
3955,JAILWY010000001.1,AUGUSTUS,gene,6406615,6409765,0.73,-,.,JAILWY010000001.1.g352
3964,JAILWY010000001.1,AUGUSTUS,gene,6425704,6428477,0.41,-,.,JAILWY010000001.1.g353
3971,JAILWY010000001.1,AUGUSTUS,gene,6435269,6439977,0.4,-,.,JAILWY010000001.1.g354
3978,JAILWY010000001.1,AUGUSTUS,gene,6508507,6508716,0.99,-,.,JAILWY010000001.1.g355
3983,JAILWY010000001.1,AUGUSTUS,gene,6508771,6512613,0.49,-,.,JAILWY010000001.1.g356
3992,JAILWY010000001.1,AUGUSTUS,gene,6529304,6535987,0.26,-,.,JAILWY010000001.1.g357
4003,JAILWY010000001.1,AUGUSTUS,gene,6541413,6543969,0.25,-,.,JAILWY010000001.1.g358
4012,JAILWY010000001.1,AUGUSTUS,gene,6554960,6561739,0.39,-,.,JAILWY010000001.1.g359
4023,JAILWY010000001.1,AUGUSTUS,gene,6567127,6570514,0.89,-,.,JAILWY010000001.1.g360
4030,JAILWY010000001.1,AUGUSTUS,gene,6587811,6588104,0.93,+,.,JAILWY010000001.1.g361
4035,JAILWY010000001.1,AUGUSTUS,gene,6591918,6592136,0.82,-,.,JAILWY010000001.1.g362
4040,JAILWY010000001.1,AUGUSTUS,gene,6638884,6644057,0.31,+,.,JAILWY010000001.1.g363
4059,JAILWY010000001.1,AUGUSTUS,gene,6649054,6650882,0.93,+,.,JAILWY010000001.1.g364
4072,JAILWY010000001.1,AUGUSTUS,gene,6676721,6679193,0.4,-,.,JAILWY010000001.1.g365
4083,JAILWY010000001.1,AUGUSTUS,gene,6696636,6700732,0.38,+,.,JAILWY010000001.1.g366
4092,JAILWY010000001.1,AUGUSTUS,gene,6730405,6731150,0.93,+,.,JAILWY010000001.1.g367
4099,JAILWY010000001.1,AUGUSTUS,gene,6804610,6805439,1,+,.,JAILWY010000001.1.g368
4106,JAILWY010000001.1,AUGUSTUS,gene,6806661,6807002,0.72,-,.,JAILWY010000001.1.g369
4111,JAILWY010000001.1,AUGUSTUS,gene,6813968,6814225,0.9,+,.,JAILWY010000001.1.g370
4116,JAILWY010000001.1,AUGUSTUS,gene,6827707,6831051,0.42,+,.,JAILWY010000001.1.g371
4131,JAILWY010000001.1,AUGUSTUS,gene,6870377,6879446,0.2,+,.,JAILWY010000001.1.g372
4160,JAILWY010000001.1,AUGUSTUS,gene,6881646,6887061,0.17,+,.,JAILWY010000001.1.g373
4173,JAILWY010000001.1,AUGUSTUS,gene,6942970,6944216,0.54,+,.,JAILWY010000001.1.g374
4180,JAILWY010000001.1,AUGUSTUS,gene,6977296,6978182,0.51,+,.,JAILWY010000001.1.g375
4189,JAILWY010000001.1,AUGUSTUS,gene,6979733,6982444,0.82,-,.,JAILWY010000001.1.g376
4196,JAILWY010000001.1,AUGUSTUS,gene,6984730,6985762,0.46,-,.,JAILWY010000001.1.g377
4203,JAILWY010000001.1,AUGUSTUS,gene,6988921,6989409,0.83,+,.,JAILWY010000001.1.g378
4208,JAILWY010000001.1,AUGUSTUS,gene,7018404,7021299,0.54,-,.,JAILWY010000001.1.g379
4215,JAILWY010000001.1,AUGUSTUS,gene,7030198,7030494,0.97,-,.,JAILWY010000001.1.g380
4220,JAILWY010000001.1,AUGUSTUS,gene,7031314,7034495,0.71,-,.,JAILWY010000001.1.g381
4227,JAILWY010000001.1,AUGUSTUS,gene,7036415,7036795,0.68,-,.,JAILWY010000001.1.g382
4232,JAILWY010000001.1,AUGUSTUS,gene,7036945,7053595,0.06,+,.,JAILWY010000001.1.g383
4259,JAILWY010000001.1,AUGUSTUS,gene,7054014,7057529,0.04,-,.,JAILWY010000001.1.g384
4278,JAILWY010000001.1,AUGUSTUS,gene,7058369,7059432,0.94,+,.,JAILWY010000001.1.g385
4289,JAILWY010000001.1,AUGUSTUS,gene,7069744,7070085,0.92,-,.,JAILWY010000001.1.g386
4294,JAILWY010000001.1,AUGUSTUS,gene,7079072,7079869,0.43,+,.,JAILWY010000001.1.g387
4301,JAILWY010000001.1,AUGUSTUS,gene,7079932,7080336,0.89,-,.,JAILWY010000001.1.g388
4306,JAILWY010000001.1,AUGUSTUS,gene,7104345,7104692,1,-,.,JAILWY010000001.1.g389
4311,JAILWY010000001.1,AUGUSTUS,gene,7117397,7118880,0.98,+,.,JAILWY010000001.1.g390
4322,JAILWY010000001.1,AUGUSTUS,gene,7124225,7128315,0.3,-,.,JAILWY010000001.1.g391
4347,JAILWY010000001.1,AUGUSTUS,gene,7140545,7140799,0.76,+,.,JAILWY010000001.1.g392
4352,JAILWY010000001.1,AUGUSTUS,gene,7141644,7142360,0.92,+,.,JAILWY010000001.1.g393
4357,JAILWY010000001.1,AUGUSTUS,gene,7152694,7152936,0.73,+,.,JAILWY010000001.1.g394
4362,JAILWY010000001.1,AUGUSTUS,gene,7156927,7157343,0.86,+,.,JAILWY010000001.1.g395
4367,JAILWY010000001.1,AUGUSTUS,gene,7180635,7188626,0.58,-,.,JAILWY010000001.1.g396
4374,JAILWY010000001.1,AUGUSTUS,gene,7189861,7190703,0.37,+,.,JAILWY010000001.1.g397
4383,JAILWY010000001.1,AUGUSTUS,gene,7191836,7195458,0.86,-,.,JAILWY010000001.1.g398
4402,JAILWY010000001.1,AUGUSTUS,gene,7199696,7214970,0.17,+,.,JAILWY010000001.1.g399
4465,JAILWY010000001.1,AUGUSTUS,gene,7236823,7237161,0.85,+,.,JAILWY010000001.1.g400
4470,JAILWY010000001.1,AUGUSTUS,gene,7287783,7288010,0.57,+,.,JAILWY010000001.1.g401
4475,JAILWY010000001.1,AUGUSTUS,gene,7397971,7398438,0.81,+,.,JAILWY010000001.1.g402
4480,JAILWY010000001.1,AUGUSTUS,gene,7403814,7425114,0.25,+,.,JAILWY010000001.1.g403
4493,JAILWY010000001.1,AUGUSTUS,gene,7512915,7513642,0.91,-,.,JAILWY010000001.1.g404
4500,JAILWY010000001.1,AUGUSTUS,gene,7727107,7727337,0.52,-,.,JAILWY010000001.1.g405
4505,JAILWY010000001.1,AUGUSTUS,gene,7748281,7764412,0.05,+,.,JAILWY010000001.1.g406
4524,JAILWY010000001.1,AUGUSTUS,gene,7772537,7779813,0.07,+,.,JAILWY010000001.1.g407
4549,JAILWY010000001.1,AUGUSTUS,gene,7788612,7790003,0.65,-,.,JAILWY010000001.1.g408
4562,JAILWY010000001.1,AUGUSTUS,gene,7792402,7794737,0.63,-,.,JAILWY010000001.1.g409
4579,JAILWY010000001.1,AUGUSTUS,gene,7797210,7803877,0.03,-,.,JAILWY010000001.1.g410
4604,JAILWY010000001.1,AUGUSTUS,gene,7828525,7830584,0.22,+,.,JAILWY010000001.1.g411
4617,JAILWY010000001.1,AUGUSTUS,gene,7834592,7837214,0.18,-,.,JAILWY010000001.1.g412
4630,JAILWY010000001.1,AUGUSTUS,gene,7837629,7841555,0.57,+,.,JAILWY010000001.1.g413
4649,JAILWY010000001.1,AUGUSTUS,gene,7951462,7952531,0.6,+,.,JAILWY010000001.1.g414
4656,JAILWY010000001.1,AUGUSTUS,gene,8061407,8061613,0.48,+,.,JAILWY010000001.1.g415
4661,JAILWY010000001.1,AUGUSTUS,gene,8070688,8070888,0.48,+,.,JAILWY010000001.1.g416
4666,JAILWY010000001.1,AUGUSTUS,gene,8278134,8280830,0.71,-,.,JAILWY010000001.1.g417
4673,JAILWY010000001.1,AUGUSTUS,gene,8366441,8367171,0.83,-,.,JAILWY010000001.1.g418
4680,JAILWY010000001.1,AUGUSTUS,gene,8380332,8380553,0.77,+,.,JAILWY010000001.1.g419
4685,JAILWY010000001.1,AUGUSTUS,gene,8473120,8473344,0.51,+,.,JAILWY010000001.1.g420
4690,JAILWY010000001.1,AUGUSTUS,gene,8507407,8507715,0.77,+,.,JAILWY010000001.1.g421
4695,JAILWY010000001.1,AUGUSTUS,gene,8511286,8511929,0.41,-,.,JAILWY010000001.1.g422
4702,JAILWY010000001.1,AUGUSTUS,gene,8548668,8548895,0.66,-,.,JAILWY010000001.1.g423
4707,JAILWY010000001.1,AUGUSTUS,gene,8605041,8618650,0.68,+,.,JAILWY010000001.1.g424
4738,JAILWY010000001.1,AUGUSTUS,gene,8621155,8630540,0.74,-,.,JAILWY010000001.1.g425
4767,JAILWY010000001.1,AUGUSTUS,gene,8643625,8652269,0.17,+,.,JAILWY010000001.1.g426
4786,JAILWY010000001.1,AUGUSTUS,gene,8657038,8671771,0.17,-,.,JAILWY010000001.1.g427
4813,JAILWY010000001.1,AUGUSTUS,gene,8675804,8683300,0.29,+,.,JAILWY010000001.1.g428
4838,JAILWY010000001.1,AUGUSTUS,gene,8688241,8697507,0.35,+,.,JAILWY010000001.1.g429
4855,JAILWY010000001.1,AUGUSTUS,gene,8700048,8712153,0.49,+,.,JAILWY010000001.1.g430
4908,JAILWY010000001.1,AUGUSTUS,gene,8712307,8714114,0.48,-,.,JAILWY010000001.1.g431
4917,JAILWY010000001.1,AUGUSTUS,gene,8714893,8716075,0.49,+,.,JAILWY010000001.1.g432
4928,JAILWY010000001.1,AUGUSTUS,gene,8724171,8727432,0.63,+,.,JAILWY010000001.1.g433
4941,JAILWY010000001.1,AUGUSTUS,gene,8729249,8730065,0.27,-,.,JAILWY010000001.1.g434
4948,JAILWY010000001.1,AUGUSTUS,gene,8733347,8737190,0.5,+,.,JAILWY010000001.1.g435
4975,JAILWY010000001.1,AUGUSTUS,gene,8740872,8741198,0.56,-,.,JAILWY010000001.1.g436
4980,JAILWY010000001.1,AUGUSTUS,gene,8754484,8755600,0.44,-,.,JAILWY010000001.1.g437
4987,JAILWY010000001.1,AUGUSTUS,gene,8867783,8869416,0.72,+,.,JAILWY010000001.1.g438
4994,JAILWY010000001.1,AUGUSTUS,gene,8875838,8876197,0.9,-,.,JAILWY010000001.1.g439
4999,JAILWY010000001.1,AUGUSTUS,gene,8882333,8882548,0.88,-,.,JAILWY010000001.1.g440
5004,JAILWY010000001.1,AUGUSTUS,gene,8883494,8890550,0.78,+,.,JAILWY010000001.1.g441
5019,JAILWY010000001.1,AUGUSTUS,gene,8896960,8903891,0.4,+,.,JAILWY010000001.1.g442
5052,JAILWY010000001.1,AUGUSTUS,gene,8908144,8928361,0.05,-,.,JAILWY010000001.1.g443
5121,JAILWY010000001.1,AUGUSTUS,gene,8942512,8948892,0.45,-,.,JAILWY010000001.1.g444
5130,JAILWY010000001.1,AUGUSTUS,gene,8959320,8960752,0.36,-,.,JAILWY010000001.1.g445
5137,JAILWY010000001.1,AUGUSTUS,gene,9052777,9059328,0.39,-,.,JAILWY010000001.1.g446
5146,JAILWY010000001.1,AUGUSTUS,gene,9106365,9106655,0.6,+,.,JAILWY010000001.1.g447
5151,JAILWY010000001.1,AUGUSTUS,gene,9211919,9212155,0.97,+,.,JAILWY010000001.1.g448
5156,JAILWY010000001.1,AUGUSTUS,gene,9222763,9223002,0.94,+,.,JAILWY010000001.1.g449
5161,JAILWY010000001.1,AUGUSTUS,gene,9278677,9281794,0.19,+,.,JAILWY010000001.1.g450
5176,JAILWY010000001.1,AUGUSTUS,gene,9284396,9286004,0.27,-,.,JAILWY010000001.1.g451
5189,JAILWY010000001.1,AUGUSTUS,gene,9290915,9293486,0.41,-,.,JAILWY010000001.1.g452
5204,JAILWY010000001.1,AUGUSTUS,gene,9347666,9354617,0.12,+,.,JAILWY010000001.1.g453
5243,JAILWY010000001.1,AUGUSTUS,gene,9371244,9375741,0.28,+,.,JAILWY010000001.1.g454
5252,JAILWY010000001.1,AUGUSTUS,gene,9385386,9387629,0.28,+,.,JAILWY010000001.1.g455
5263,JAILWY010000001.1,AUGUSTUS,gene,9387701,9396629,0.3,+,.,JAILWY010000001.1.g456
5280,JAILWY010000001.1,AUGUSTUS,gene,9399535,9399939,0.52,-,.,JAILWY010000001.1.g457
5285,JAILWY010000001.1,AUGUSTUS,gene,9423560,9425792,0.12,-,.,JAILWY010000001.1.g458
5292,JAILWY010000001.1,AUGUSTUS,gene,9472476,9474185,0.99,+,.,JAILWY010000001.1.g459
5297,JAILWY010000001.1,AUGUSTUS,gene,9525263,9528477,0.45,-,.,JAILWY010000001.1.g460
5304,JAILWY010000001.1,AUGUSTUS,gene,9565624,9571188,0.99,-,.,JAILWY010000001.1.g461
5309,JAILWY010000001.1,AUGUSTUS,gene,9607558,9608783,0.79,-,.,JAILWY010000001.1.g462
5316,JAILWY010000001.1,AUGUSTUS,gene,9613772,9622632,0.05,-,.,JAILWY010000001.1.g463
5335,JAILWY010000001.1,AUGUSTUS,gene,9626970,9629191,0.57,-,.,JAILWY010000001.1.g464
5344,JAILWY010000001.1,AUGUSTUS,gene,9632808,9634186,0.3,-,.,JAILWY010000001.1.g465
5351,JAILWY010000001.1,AUGUSTUS,gene,9635301,9649363,0.22,-,.,JAILWY010000001.1.g466
5362,JAILWY010000001.1,AUGUSTUS,gene,9675934,9690867,0.02,-,.,JAILWY010000001.1.g467
5387,JAILWY010000001.1,AUGUSTUS,gene,9752550,9761191,0.35,+,.,JAILWY010000001.1.g468
5430,JAILWY010000001.1,AUGUSTUS,gene,9766686,9767066,0.94,-,.,JAILWY010000001.1.g469
5435,JAILWY010000001.1,AUGUSTUS,gene,9767828,9768196,0.97,+,.,JAILWY010000001.1.g470
5440,JAILWY010000001.1,AUGUSTUS,gene,9770581,9770922,0.64,-,.,JAILWY010000001.1.g471
5445,JAILWY010000001.1,AUGUSTUS,gene,9771134,9771376,0.42,-,.,JAILWY010000001.1.g472
5450,JAILWY010000001.1,AUGUSTUS,gene,9784056,9784941,0.29,+,.,JAILWY010000001.1.g473
5457,JAILWY010000001.1,AUGUSTUS,gene,9789884,9790219,0.61,+,.,JAILWY010000001.1.g474
5462,JAILWY010000001.1,AUGUSTUS,gene,9813241,9813624,0.97,-,.,JAILWY010000001.1.g475
5467,JAILWY010000001.1,AUGUSTUS,gene,9821841,9823086,0.92,-,.,JAILWY010000001.1.g476
5474,JAILWY010000001.1,AUGUSTUS,gene,9833054,9833443,1,+,.,JAILWY010000001.1.g477
5479,JAILWY010000001.1,AUGUSTUS,gene,9841428,9842342,0.86,+,.,JAILWY010000001.1.g478
5486,JAILWY010000001.1,AUGUSTUS,gene,9868725,9868949,0.77,-,.,JAILWY010000001.1.g479
5491,JAILWY010000001.1,AUGUSTUS,gene,9870661,9877461,0.4,+,.,JAILWY010000001.1.g480
5506,JAILWY010000001.1,AUGUSTUS,gene,9883501,9884544,0.7,+,.,JAILWY010000001.1.g481
5513,JAILWY010000001.1,AUGUSTUS,gene,9900395,9902402,0.72,+,.,JAILWY010000001.1.g482
5522,JAILWY010000001.1,AUGUSTUS,gene,10082348,10082578,0.47,-,.,JAILWY010000001.1.g483
5527,JAILWY010000001.1,AUGUSTUS,gene,10176722,10177361,0.46,+,.,JAILWY010000001.1.g484
5534,JAILWY010000001.1,AUGUSTUS,gene,10187728,10200023,0.25,+,.,JAILWY010000001.1.g485
5571,JAILWY010000001.1,AUGUSTUS,gene,10205450,10213451,0.33,+,.,JAILWY010000001.1.g486
5604,JAILWY010000001.1,AUGUSTUS,gene,10214795,10215028,0.55,-,.,JAILWY010000001.1.g487
5609,JAILWY010000001.1,AUGUSTUS,gene,10215182,10231389,0.16,-,.,JAILWY010000001.1.g488
5648,JAILWY010000001.1,AUGUSTUS,gene,10238088,10239536,0.46,-,.,JAILWY010000001.1.g489
5657,JAILWY010000001.1,AUGUSTUS,gene,10241206,10258994,0.23,+,.,JAILWY010000001.1.g490
5706,JAILWY010000001.1,AUGUSTUS,gene,10263547,10266978,0.99,+,.,JAILWY010000001.1.g491
5711,JAILWY010000001.1,AUGUSTUS,gene,10268186,10273617,0.59,+,.,JAILWY010000001.1.g492
5728,JAILWY010000001.1,AUGUSTUS,gene,10279651,10282757,1,-,.,JAILWY010000001.1.g493
5739,JAILWY010000001.1,AUGUSTUS,gene,10283836,10287344,0.16,+,.,JAILWY010000001.1.g494
5762,JAILWY010000001.1,AUGUSTUS,gene,10288058,10290680,0.5,-,.,JAILWY010000001.1.g495
5781,JAILWY010000001.1,AUGUSTUS,gene,10291442,10294465,0.72,+,.,JAILWY010000001.1.g496
5798,JAILWY010000001.1,AUGUSTUS,gene,10298030,10298721,0.81,-,.,JAILWY010000001.1.g497
5805,JAILWY010000001.1,AUGUSTUS,gene,10305279,10312554,0.24,+,.,JAILWY010000001.1.g498
5830,JAILWY010000001.1,AUGUSTUS,gene,10313508,10314705,0.98,-,.,JAILWY010000001.1.g499
5839,JAILWY010000001.1,AUGUSTUS,gene,10316064,10318228,0.72,+,.,JAILWY010000001.1.g500
5846,JAILWY010000001.1,AUGUSTUS,gene,10376858,10381505,0.64,-,.,JAILWY010000001.1.g501
5853,JAILWY010000001.1,AUGUSTUS,gene,10400128,10408885,0.36,+,.,JAILWY010000001.1.g502
